Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote,,
RNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,15.18,19976880,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/rny,,
CUO,Continental Materials Corporation,12.19,19930650,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cuo,,
TLR,Timberline Resources Corporation,0.32,19927040,n/a,1983,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tlr,,
GRF,"Eagle Capital Growth Fund, Inc.",6.37,19906250,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grf,,
MBA,CIBT Education Group Inc.,0.275,19785975,n/a,1992,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mba,,
PCG^G,Pacific Gas & Electric Co.,24.75,19626750,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^g,,
PTN,"Palatin Technologies, Inc.",0.559,19509659,n/a,1997,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn,,
WZE,WIZZARD SOFTWARE CORPORATION,2.25,19404000,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/wze,,
FSI,Flexible Solutions International Inc.,1.45,19096500,n/a,1998,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/fsi,,
SVT,"Servotronics, Inc.",7.9,18857300,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt,,
NPN,Nuveen Pennsylvania Municipal Value Fund,15.4,18772600,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/npn,,
SNT,Senesco Technologies Inc,0.2,18744400,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snt,,
IVD,"IVAX Diagnostics, Inc.",0.53,18545760,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ivd,,
ACY,AeroCentury Corp.,11.89,18346270,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/acy,,
IHT,InnSuites Hospitality Trust,2.17,18280080,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iht,,
MHH,"Mastech Holdings, Inc",5.8,18270000,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/mhh,,
CVR,Chicago Rivet & Machine Co.,18.568,17936688,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvr,,
UWN,"Nevada Gold & Casinos, Inc.",1.12,17801280,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/uwn,,
LGL,"LGL Group, Inc. (The)",6.65,17290000,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lgl,,
FOH,Frederick&#39;s of Hollywood Group,0.44,17144600,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/foh,,
IMH,"Impac Mortgage Holdings, Inc.",2.07,16239150,n/a,1995,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/imh,,
INUV,"Inuvo, Inc",0.69,16202580,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/inuv,,
ZBB,ZBB Energy Corporation,0.38,15600900,n/a,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/zbb,,
RPI,"Roberts Realty Investors, Inc.",1.4,14595000,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpi,,
AIM,Aerosonic Corporation,3.8,14588200,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aim,,
CPHI,"China Pharma Holdings, Inc.",0.3351,14586903,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cphi,,
AQQ,"American Spectrum Realty, Inc.",4,14312000,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aqq,,
BDL,"Flanigan&#39;s Enterprises, Inc.",7.68,14284800,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bdl,,
PW,Power REIT,8.77,14233710,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pw,,
PCG^H,Pacific Gas & Electric Co.,23.25,14205750,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^h,,
RNJ,BlackRock New Jersey Investment Quality Municipal Trust Inc.,13.65,13882050,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/rnj,,
INS,Intelligent Systems Corporation,1.54,13795320,n/a,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ins,,
CXZ,Crosshair Energy Corp,0.29,13768330,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cxz,,
HWG,Hallwood Group Incorporated,9,13725000,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/hwg,,
VII,"Vicon Industries, Inc.",3.05,13664000,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vii,,
TPI,"Tianyin Pharmaceutical Co., Inc.",0.46,13493180,n/a,1986,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpi,,
CHGS,"China GengSheng Minerals, Inc.",0.501,13428303,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/chgs,,
AMS,American Shared Hospital Services,2.89,13328680,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ams,,
MXC,Mexco Energy Corporation,6.49,13148740,n/a,1972,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mxc,,
PPW^,PacifiCorp,102,12852000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppw^,,
INV,Innovaro Inc,0.82,12388560,n/a,1997,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/inv,,
MOC,Command Security Corporation,1.15,12352150,n/a,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/moc,,
AWX,Avalon Holdings Corporation,3.84,12253440,n/a,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/awx,,
IGC,India Globalization Capital Inc.,0.23,12065800,n/a,1987,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/igc,,
SED,SED International Holdings Inc,2.4,11949600,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/sed,,
UUU,"Universal Security Instruments, Inc.",5.05,11847300,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/uuu,,
TTTM,T3 Motion Inc,0.9,11615400,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tttm,,
AXN,"China Aoxing Pharmaceutical Company, Inc.",0.23,11377870,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axn,,
NTN,"NTN Buzztime, Inc.",0.16,11359680,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ntn,,
IFMI,"Institutional Financial Markets, Inc.",0.88,11205920,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ifmi,,
NEWN,New Energy Systems Group.,0.72,10477440,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/newn,,
WIS^,Wisconsin Power & Light Co.,104.63,10463000,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wis^,,
PCG^C,Pacific Gas & Electric Co.,25.57,10228000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^c,,
SIHI,"SinoHub, Inc",0.3,10036500,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/sihi,,
UPG,Universal Power Group Inc,1.99,9989800,n/a,2006,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/upg,,
CRV,"Coast Distribution System, Inc. (The)",2.02,9956580,n/a,n/a,Capital Goods,Automotive Aftermarket,http://www.nasdaq.com/symbol/crv,,
SSY,"SunLink Health Systems, Inc.",1.05,9920400,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy,,
PCG^I,Pacific Gas & Electric Co.,23.72,9914960,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^i,,
TIK,Tel-Instrument Electronics Corp.,3.65,9796600,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/tik,,
TOF,Tofutti Brands Inc.,1.79,9225660,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tof,,
MGT,MGT Capital Investments Inc,4.33,9114650,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgt,,
JOB,"General Employment Enterprises, Inc.",0.42,9114000,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/job,,
IOT,Income Opportunity Realty Trust,2.15,8961200,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iot,,
EVI,"EnviroStarm, Inc.",1.26,8862840,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evi,,
SDO^A,San Diego Gas & Electric Company,23.5,8812500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sdo^a,,
HRT,Arrhythmia Research Technology Inc.,2.9,8093900,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/hrt,,
DPW,Digital Power Corporation,1.18,8083000,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dpw,,
CRC,"Chromcraft Revington, Inc.",1.2197,7910974.2,n/a,1992,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/crc,,
RCG,"Renaissance Capital Growth & Income Fund III, Inc.",1.75,7812000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcg,,
CNAM,"China Armco Metals, Inc.",0.455,7797335,n/a,n/a,Consumer Durables,Steel/Iron Ore,http://www.nasdaq.com/symbol/cnam,,
BDR,"Blonder Tongue Laboratories, Inc.",1.18,7334880,n/a,1995,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/bdr,,
GPR,GeoPetro Resources Co,0.1601,7245005.3,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gpr,,
GOK,"Geokinetics, Inc.",0.37,7026300,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gok,,
SDO^B,San Diego Gas & Electric Company,22.27,6681000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sdo^b,,
SDO^C,San Diego Gas & Electric Company,20.5,6662500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sdo^c,,
HMG,"HMG/Courtland Properties, Inc.",5.24,5292400,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hmg,,
IPT,iParty Corporation,0.21,5127780,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ipt,,
TRT,Trio-Tech International,1.45,4816900,n/a,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt,,
TIV,Tri-Valley Corporation,0.0599,4074038.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tiv,,
BMJ,Birks & Mayors Inc.,1,3673000,n/a,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/bmj,,
SSE,Southern Connecticut Bancorp Inc,1.34,3664900,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sse,,
ENA,Enova Systems Inc.,0.0798,3536496.6,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ena,,
NEN,New England Realty Associates Limited Partnership,27,2835000,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/nen,,
WEX,"Winland Electronics, Inc.",0.75,2776500,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wex,,
OBT,Orbital Corporation Limited,3.6,2170800,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/obt,,
GBR,"New Concept Energy, Inc",1.1,2141700,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gbr,,
CRMD,CorMedix Inc,0.18,2053440,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crmd,,
FFI,"Fortune Diversified Industries, Inc.",0.1501,1844278.7,n/a,1983,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ffi,,
ATC,ATC Venture Group Inc.,0.141,999831,n/a,1986,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/atc,,
AQ            ,Acquity Group Limited,9.11,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/aq            ,,
ARR/WS,Armour Residential R,0.019,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr/ws,,
CRMD/WS,CorMedix Inc,0.025,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crmd/ws,,
ETUA,eUnits 2 Year U.S. Market Participation Trust,10.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/etua,,
ETUB,eUnits 2 Year U.S. Market Participation Trust,11,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/etub,,
EPM^A,"Evolution Petroleum Corporation, Inc.",27.95,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epm^a,,
FPP/WS,FieldPoint Petroleum Corporation,0.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpp/ws,,
GST^A,Gastar Exploration,18.97,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gst^a,,
IBO,IBO (Listing Market - NYSE Amex Network B F),n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibo,,
IGC/U,India Globalization Capital Inc.,0.26,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igc/u,,
IGC/WS,India Globalization Capital Inc.,0.0194,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igc/ws,,
MHR^C,Magnum Hunter Resources Corporation,25.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhr^c,,
MHR^D,Magnum Hunter Resources Corporation,43.95,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhr^d,,
MDGN/WS,"Medgenics, Inc.",2.25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mdgn/ws,,
NBS/WS,"Neostem, Inc.",0.006,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nbs/ws,,
NCQ,NovaCopper Inc.,2,0,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ncq,,
NFZ^C,Nuveen Arizona Dividend Advantage Municipal Fund,10.08,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nfz^c,,
NZX^C,Nuveen Georgia Dividend Advantage Municipal Fund,10.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nzx^c,,
NMB^C,Nuveen Massachusetts Dividend Advantage Municipal Fund,10.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nmb^c,,
NZW^C,Nuveen Michigan Dividend Advantage Municipal Fund,10.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nzw^c,,
NXI^D,Nuveen Ohio Dividend Advantage Municipal Fund,10.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nxi^d,,
NBJ^A,Nuveen Ohio Dividend Advantage Municipal Fund 2,10.12,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nbj^a,,
NVJ^A,Nuveen Ohio Dividend Advantage Municipal Fund 3,10.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nvj^a,,
IDI/U,SearchMedia Holdings Limited,3.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idi/u,,
IDI/WS,SearchMedia Holdings Limited,0.08,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idi/ws,,
WWZ^K,SiM Internal Test 10,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wwz^k,,
MMZ^K,SiM Internal Test 6,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mmz^k,,
OOZ^K,SiM Internal Test 7,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ooz^k,,
QQZ^K,SiM Internal Test 8,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqz^k,,
SS^K,SiM Internal Test 9,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ss^k,,
ZXX,SM Listed Test 3,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zxx,,
ZXX^F,SM Listed Test 3,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zxx^f,,
TTTM/WS/W,T3 Motion Inc,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tttm/ws/w,,
TTTM/WS/Z,T3 Motion Inc,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tttm/ws/z,,
TLB/WS,"Talbots, Inc. (The)",0.0049,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlb/ws,,
TWO/WS,Two Harbors Investments Corp,0.19,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/two/ws,,
VRNG/WS,"Vringo, Inc.",0.96,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vrng/ws,,
