Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote,,,,,
VNO^H,Vornado Realty Trust,25.29,113805000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^h,,,,,
LXP^C,Lexington Realty Trust,43.6001,113273059.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lxp^c,,,,,
TDI,"Telephone and Data Systems, Inc.",25.7,113080000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdi,,,,,
NMP,"Nuveen Michigan Premium Income Municipal Fund, Inc.",14.81,112644860,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/nmp,,,,,
SUS^A,"Susquehanna Bancshares, Inc.",25.6,112640000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sus^a,,,,,
PT,"Portugal Telecom SGPS, S.A .",4.2,112371000,n/a,1995,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/pt,,,,,
VTJ,Invesco Van Kampen Trust for Investment Grade N J Municipals,18.49,111772050,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtj,,,,,
LDF,"Latin American Discovery Fund, Inc. (The)",13.82,111679420,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldf,,,,,
PSA^X,Public Storage,25.29,111276000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^x,,,,,
GFY,Western Asset Variable Rate Strategic Fund Inc.,16.69,111138710,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/gfy,,,,,
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,11.67,110491560,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hty,,,,,
BEE^B,Strategic Hotels & Resorts Inc,23.9301,110078460,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bee^b,,,,,
SLA,"American Select Portfolio, Inc.",10.304,109861248,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/sla,,,,,
BEE^A,Strategic Hotels & Resorts Inc,24.36,109352040,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bee^a,,,,,
IBA,"Industrias Bachoco, S.A. de C.V.",20.75,108335750,n/a,1997,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/iba,,,,,
JAG,Jaguar Mining Inc,1.28,108044800,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/jag,,,,,
CGO,Calamos Global Total Return Fund,13.12,107767680,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/cgo,,,,,
MXL,"MaxLinear, Inc",4.82,107057020,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl,,,,,
CRD/A,Crawford & Company,3.6,106416000,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crd/a,,,,,
CGV,Compagnie Generale de Geophysique-Veritas,24.63,106229190,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cgv,,,,,
RBS^I,Royal Bank Scotland Group Plc,13.27,106160000,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs^i,,,,,
NAI,AGIC International & Premium Strategy Fund,10.59,105688200,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/nai,,,,,
ADY,"Feihe International, Inc.",5.35,105469900,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ady,,,,,
TVL,LIN TV Corp,3.24,105322680,n/a,1981,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tvl,,,,,
MZF,Managed Duration Investment Grade Municipal Fund,15.45,104704650,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/mzf,,,,,
FPT,Federated Premier Intermediate Municipal Income Fund,15.01,104604690,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/fpt,,,,,
EPR^C,Entertainment Properties Trust,19.26,104004000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^c,,,,,
BSD,BlackRock Strategic Municipal Trust Inc. (The),14.21,103661950,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/bsd,,,,,
BBF,BlackRock Municipal Income Investment Trust,15.47,103618060,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbf,,,,,
ALP^P,Alabama Power Company,25.9,103600000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alp^p,,,,,
FGB,First Trust Specialty Finance and Financial Opportunities Fund,7.25,103515500,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/fgb,,,,,
NNA,Navios Maritime Acquisition Corporation,2.55,103318350,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nna,,,,,
NOA,"North American Energy Partners, Inc.",2.85,103315350,n/a,2006,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/noa,,,,,
SPE,Special Opportunities Fund Inc.,15.47,103277720,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/spe,,,,,
ODC,Oil-Dri Corporation Of America,20.05,102836450,n/a,1971,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/odc,,,,,
TCB^A,TCF Financial Corporation,25.65,102600000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb^a,,,,,
FEO,First Trust/Aberdeen Emerging Opportunity Fund,19.23,102457440,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feo,,,,,
TCO^G,"Taubman Centers, Inc.",25.58,102320000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tco^g,,,,,
PSW,Blackrock Preferred and Corporate Income Strategies Fund Inc,9.91,102191920,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/psw,,,,,
TAP/A,Molson Coors Brewing  Company,39.49,102042160,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap/a,,,,,
SLG^D/CL,SL Green Realty Corporation,25.46,101840000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slg^d/cl,,,,,
CSFS,The Cash Store Financial Services Inc.,5.84,101726960,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/csfs,,,,,
PLV,PPL Corporation,25.4028,101611200,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/plv,,,,,
PL^A,Protective Life Corporation,25.38,101520000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pl^a,,,,,
PSA^Z,Public Storage,25.32,101280000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^z,,,,,
PL^B,Protective Life Corporation,25.29,101160000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pl^b,,,,,
BJZ,Blackrock California Municipal 2018 Term Trust,15.7,100998100,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/bjz,,,,,
ACH,Aluminum Corporation of China Ltd,10.36,100947840,n/a,1993,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/ach,,,,,
BQR,BlackRock Ecosolutions Investment Trust,8.05,100794050,n/a,1983,n/a,n/a,http://www.nasdaq.com/symbol/bqr,,,,,
PL^S,Protective Life Corporation,25.1632,100652800,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pl^s,,,,,
DRE^J,Duke Realty Corporation,25.15,100600000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dre^j,,,,,
AGO^B,Assured Guaranty Ltd.,25.07,100280000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b,,,,,
NNC,Nuveen North Carolina Premium Income Municipal Fund,15.75,100248750,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/nnc,,,,,
GFW,"American Financial Group, Inc.",25.06,100240000,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/gfw,,,,,
BHD,Blackrock Strategic Bond Trust,14.18,100082440,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/bhd,,,,,
PSA^C/CL,Public Storage,25.02,100080000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^c/cl,,,,,
BSE,Blackrock New York Municipal Income Quality Trust,15.3689,99774898.8,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/bse,,,,,
TKF,"Turkish Investment Fund, Inc. (The)",13.3,99643600,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/tkf,,,,,
SFI^E,iStar Financial Inc.,17.73,99288000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sfi^e,,,,,
FMN,Federated Premier Municipal Income Fund,16.078,99233416,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/fmn,,,,,
NLS,"Nautilus Group, Inc. (The)",3.22,99124480,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/nls,,,,,
AWC,Alumina Ltd,3.73,98900950,n/a,1997,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/awc,,,,,
APB,"Asia Pacific Fund, Inc. (The)",9.54,98681760,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/apb,,,,,
DCA,Virtus Total Return Fund,3.58,98328280,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/dca,,,,,
MFA^A,"America First Mortgage Investments, Inc.",25.6,98304000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfa^a,,,,,
MPG,"MPG Office Trust, Inc.",1.93,97980310,n/a,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpg,,,,,
CGA,"China Green Agriculture, Inc.",3.58,96699380,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cga,,,,,
IMS,Invesco Value Municipal Securities,14.63,96426330,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/ims,,,,,
NMI,"Nuveen Municipal Income Fund, Inc.",11.704,96300512,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/nmi,,,,,
VOQ,Invesco Van Kampen Ohio Quality Municipal Trust,16.6,96213600,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/voq,,,,,
EPR^E,Entertainment Properties Trust,27.72,95634000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^e,,,,,
CUZ^B,Cousins Properties Incorporated,25.1,95154100,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuz^b,,,,,
NQ,NQ Mobile Inc.,7.2,94831200,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nq,,,,,
SPA,Sparton Corporation,9.27,93543570,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/spa,,,,,
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,14.86,93127620,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxc,,,,,
PNF,PIMCO New York Municipal Income Fund,12.17,93076160,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/pnf,,,,,
BRT,BRT Realty Trust,6.6,92802600,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brt,,,,,
AMID,"American Midstream Partners, LP",20.22,92648040,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amid,,,,,
NMR,Nomura Holdings Inc ADR,3.52,92378880,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nmr,,,,,
CRD/B,Crawford & Company,3.71,91625870,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crd/b,,,,,
BBX,"BankAtlantic Bancorp, Inc.",5.9,91485400,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bbx,,,,,
CMK,Colonial Intermarket Income Trust I,8.3,89996900,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/cmk,,,,,
XAA,American Municipal Income Portfolio,15.61,89851160,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/xaa,,,,,
CDR^A,"Cedar Realty Trust, Inc.",25.161,89321550,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdr^a,,,,,
TCO^H,"Taubman Centers, Inc.",25.6,89088000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tco^h,,,,,
CIS,Camelot Information Systems,2.35,88971000,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/cis,,,,,
MEG,"Media General, Inc.",3.89,88688110,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/meg,,,,,
STV,"China Digital TV Holding Co., Ltd.",3.02,88476940,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/stv,,,,,
EQU,Equal Energy Ltd.,2.53,87990870,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/equ,,,,,
BEAM^A,Beam Inc.,493,87754000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/beam^a,,,,,
NGZ,AGIC Global Equity & Convertible Income Fund,12.41,87118200,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/ngz,,,,,
AGO^F,Assured Guaranty Ltd.,21.77,87080000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f,,,,,
NBG^A,National Bank of Greece SA,3.48,87000000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nbg^a,,,,,
DCO,Ducommun Incorporated,8.19,86478210,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/dco,,,,,
BFO,Blackrock Florida Municipal 2020 Term Trust,15.42,85766040,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/bfo,,,,,
OFC^J,Corporate Office Properties Trust,25.25,85597500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofc^j,,,,,
MTL^,Mechel Steel Group OAO,2.54,85023960,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtl^,,,,,
NBG,National Bank of Greece SA,1.82,84799260,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nbg,,,,,
WF,Woori Finance Holdings Co Ltd,32.1,84776100,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/wf,,,,,
TTO,Tortoise Capital Resources Corporation,9.16,84097960,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/tto,,,,,
AMBO,Ambow Education Holding Ltd.,4.38,83920800,n/a,2010,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ambo,,,,,
SFI^I,iStar Financial Inc.,16.7714,83857000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sfi^i,,,,,
PULS,Pulse Electronics Corporation,1.98,83369880,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/puls,,,,,
GGE,Guggenheim Enhanced Equity Strategy Fund,16.67,83249980,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gge,,,,,
IFT,"Imperial Holdings, Inc.",3.88,82267640,n/a,1992,Finance,Life Insurance,http://www.nasdaq.com/symbol/ift,,,,,
FFD,"Morgan Stanley Frontier Emerging markets Fund, Inc.",11.63,82049650,n/a,2008,n/a,n/a,http://www.nasdaq.com/symbol/ffd,,,,,
NRC,National Rural Utilities Cooperative Finance Corp,25.45,81669050,n/a,n/a,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/nrc,,,,,
PFK,"Prudential Financial, Inc.",27,81000000,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pfk,,,,,
MY,China Ming Yang Wind Power Group Limited,1.48,80583040,n/a,2010,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/my,,,,,
FMY,First Trust,19.636,79506164,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/fmy,,,,,
SQNS,Sequans Communications S.A.,2.3,79069400,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/sqns,,,,,
GDV^A,Gabelli Dividend,25.58,79067780,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^a,,,,,
TRF,"Templeton Russia Fund, Inc.",13.68,78591600,n/a,1995,n/a,n/a,http://www.nasdaq.com/symbol/trf,,,,,
KEF,"Korea Equity Fund, Inc.",8.82,78057000,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/kef,,,,,
VNO^E,Vornado Realty Trust,26,78000000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^e,,,,,
ZLC,Zale Corporation,2.4,77308800,n/a,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/zlc,,,,,
NTC,Nuveen Connecticut Premium Income Municipal Fund,14.36,77041400,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/ntc,,,,,
JFC,"JF China Region  Fund, Inc.",11.88,76602240,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/jfc,,,,,
GFZ,"American Financial Group, Inc.",25.3664,76099200,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/gfz,,,,,
BRE^D,"BRE Properties, Inc.",25.357,76071000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bre^d,,,,,
CUZ^A,Cousins Properties Incorporated,25.4,76022200,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuz^a,,,,,
REG^E,Regency Centers Corporation,25.21,75630000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/reg^e,,,,,
PLD^O,AMB Property Corporation,25.15,75450000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pld^o,,,,,
LOR,"Lazard World Dividend & Income Fund, Inc.",10.95,75336000,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/lor,,,,,
GTN,"Gray Television, Inc.",1.46,75054220,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/gtn,,,,,
IID,ING International High Dividend Equity Income Fund,9.01,75035280,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/iid,,,,,
OXF,"Oxford Resource Partners, LP",7.18,74844320,n/a,2010,Energy,Coal Mining,http://www.nasdaq.com/symbol/oxf,,,,,
ICA,Empresas Ica Soc Contrladora,5.95,74131050,n/a,1992,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/ica,,,,,
MRF,"American Income Fund, Inc.",7.81,73913840,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mrf,,,,,
GAB^D,"Gabelli Equity Trust, Inc. (The)",25.65,73820700,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^d,,,,,
SFI^D,iStar Financial Inc.,18.45,73800000,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sfi^d,,,,,
EVC,Entravision Communications Corporation,1.35,73260450,n/a,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/evc,,,,,
AYN,Alliance New York Municipal Income Fund Inc,15.15,73159350,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/ayn,,,,,
JEQ,"Japan Equity Fund, Inc. (The)",5.06,73152420,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/jeq,,,,,
CT,"Capital Trust, Inc.",3.25,72280000,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ct,,,,,
PAR,PAR Technology Corporation,4.74,72095400,n/a,1986,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/par,,,,,
LEE,"Lee Enterprises, Incorporated",1.39,71864390,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/lee,,,,,
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",5.31,71769960,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gcv,,,,,
NMT,Nuveen Massachusetts Premium Income Municipal Fund,15.02,71720500,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/nmt,,,,,
SFI^F,iStar Financial Inc.,17.89,71560000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sfi^f,,,,,
DYN,Dynegy Inc.,0.5814,71449990.2,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dyn,,,,,
OIC,Invesco Municipal Income Opportunities Trust III,8.39,71323390,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oic,,,,,
DDF,"Delaware Investments Dividend & Income Fund, Inc.",7.5412,71181386.8,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/ddf,,,,,
AHC,A.H. Belo Corporation,3.66,71154060,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/ahc,,,,,
MXE,"Mexico Equity and Income Fund, Inc. (The)",10.76,71102080,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxe,,,,,
BBW,"Build-A-Bear Workshop, Inc.",4.08,70967520,n/a,2004,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/bbw,,,,,
MSY,Invesco High Yield Investments Fund,6.08,70941440,n/a,1973,n/a,n/a,http://www.nasdaq.com/symbol/msy,,,,,
SCX,L.S. Starrett Company (The),11.7,70352100,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/scx,,,,,
TGX,Theragenics Corporation,2,69310000,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/tgx,,,,,
GRX,The Gabelli Healthcare & Wellness Trust,8.11,68724140,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx,,,,,
GCF,Global Income & Currency Fund Inc.,12.82,68715200,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/gcf,,,,,
MAY,"Malaysia Fund, Inc (The)",9.57,68588190,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/may,,,,,
GDV^D,Gabelli Dividend,26.6,67963000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^d,,,,,
MLP,"Maui Land & Pineapple Company, Inc.",3.6,67658400,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp,,,,,
TCL,Tata Communications Limited,7.6,66728000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tcl,,,,,
MHO^A,"M/I Homes, Inc.",16.6,66400000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mho^a,,,,,
NOAH,Noah Holdings Ltd.,5.01,66382500,n/a,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/noah,,,,,
NAZ,"Nuveen Arizona Premium Income Municipal Fund, Inc.",14.7776,66070649.6,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/naz,,,,,
IQN,Invesco New York Quality Municipal Securities,16.33,65907880,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/iqn,,,,,
HHY,Helios High Yield Fund,9.63,65888460,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hhy,,,,,
SAR,Saratoga Investment Corp,16.95,65715150,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sar,,,,,
GMXR,"GMX Resources, Inc.",0.89,65177370,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gmxr,,,,,
ENZ,"Enzo Biochem, Inc.",1.67,64507090,n/a,1980,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/enz,,,,,
NCT^B,Newcastle Investment Corporation,25.7001,64250250,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nct^b,,,,,
KST,Scudder Strategic Income Trust,13.6552,64001922.4,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/kst,,,,,
GSH,Guangshen Railway Company Limited,14.8,63936000,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/gsh,,,,,
FBN,"Furniture Brands International, Inc.",1.13,63701490,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/fbn,,,,,
APA^D,Apache Corporation,50.3,63629500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apa^d,,,,,
VLT,Invesco Van Kampen High Income Corporate Bond Fund,16.8,63336000,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/vlt,,,,,
EEA,"European Equity Fund, Inc. (The)",5.915,63172200,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eea,,,,,
FAV,First Trust Active Dividend Income Fund,7.6379,63089054,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fav,,,,,
MSP,Madison Strategic Sector Premium Fund,10.89,63085770,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/msp,,,,,
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,14.83,62374980,n/a,1996,n/a,n/a,http://www.nasdaq.com/symbol/mne,,,,,
XUE,Xueda Education Group,3.3,62234700,n/a,2010,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/xue,,,,,
CIF,Colonial Intermediate High Income Fund,2.97,62129430,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cif,,,,,
UBP^D,Urstadt Biddle Properties Inc.,25.32,62034000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubp^d,,,,,
HT^A,Hersha Hospitality Trust,25.8099,61943760,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^a,,,,,
GUL,Gulf Power Company,25.79,61896000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gul,,,,,
RMT^A,"Royce Micro-Cap Trust, Inc.",25.562,61348800,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmt^a,,,,,
GRT^F,Glimcher Realty Trust,25.41,60984000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grt^f,,,,,
AV,Aviva plc,8.45,60983650,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/av,,,,,
NTZ,"Natuzzi, S.p.A.",2.68,60736840,n/a,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntz,,,,,
DD^A,E.I. du Pont de Nemours and Company,86.73,60711000,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^a,,,,,
PKY^D,"Parkway Properties, Inc.",25.1,60240000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pky^d,,,,,
ZNH,China Southern Airlines Company Limited,20.2,59731400,n/a,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/znh,,,,,
IMC,Invesco Value Municipal Bond Trust,15.1432,59709637.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imc,,,,,
RNE,"Morgan Stanley Eastern Europe Fund, Inc.",14.45,59476200,n/a,1996,n/a,n/a,http://www.nasdaq.com/symbol/rne,,,,,
BITA,Bitauto Holdings Limited,3.51,59203170,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/bita,,,,,
LBF,"Scudder Global High Income Fund, Inc.",8.11,58951590,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/lbf,,,,,
FAC,Liberte Investors Inc.,1.44,58929120,n/a,1993,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fac,,,,,
DNY,The Denali Fund,14.15,58821550,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dny,,,,,
BDN^D,Brandywine Realty Trust,25.5688,58808240,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdn^d,,,,,
BLH,Blackrock New York Municipal 2018 Term Trust,16.1188,58559600.4,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/blh,,,,,
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",29.14,58425700,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shi,,,,,
